name,price,minimum_nights,availability_365
CreaTive Live-In Artspace/Birdsnest,40,1,5
RARE Penthouse Oasis featured on DesignSponge,200,30,0
New Clean Spacious Bed & Breakfast,80,2,158
"Sunny, calm room in Victorian home",79,3,192
Modern Unique Studio in NYC,95,30,358
"2 Bed, 2 Bath Apartment on Central Park West",300,2,31
"Luxury Furnished 1 bedro, Bay Ridge",100,30,241
Your Haven in the Upper West Side,80,7,285
"Wonderful Studio In Brooklyn, NY!!!",110,1,183
A Cozy Brooklyn Hideaway,172,4,189
✿✿✿ COUNTRY COTTAGE IN THE CITY✿✿✿,199,1,162
✿✿✿ COUNTRY COTTAGE IN THE CITY✿✿✿,199,1,158
"Lovely Bdr in Harlem, Manhattan",100,1,84
THE BEST DEAL ON THE HUDSON RIVER!!,55,4,260
Lovely HUGE Master Bed + Study,75,3,0
Newly Reno’d Chic Quiet Exec 1BR,146,3,166
1 Bedroom in prime Flatiron,250,2,0
Large Artist Floorthru- Greenpoint,116,29,335
Gorgeous PermaGO Private Room in FiDi - 1/2,150,3,90
CBG Helps Haiti Rm #3,120,2,342
BEST DEAL IN CHELSEA 1 bdrm NYC,199,4,28
Lovely Apartment,150,5,363
Artsy Loft-like Harlem Apartment,69,1,86
Harlem/Manhattan Classic Apartment,300,55,83
"BEAUTIFUL APARTMENT, GREAT LOCATION",230,4,0
Quiet sunny studio Midtown,125,4,0
Charming room in Victorian home,79,3,264
Brooklyn B & B close to Manhattan,130,3,305
The Notorious B.N.B. { The Erhart },239,1,356
Sunny cozy multileveled apartment!,75,6,278
Sunny 2 bedroom Williamsburg Duplex w/ 3 beds,220,3,135
ROOM WITH KITCHENETTE #2,80,3,308
Alpha-Bet City entire floor large cool 2br -L.E.S,288,2,229
"Your Haven Awaits At ""Emma's Place""",135,4,273
"Spacious, Kid-Friendly 2 BR in West Village",225,3,83
Great Bedroom in Downtown Manhattan,110,30,281
Beautiful Brownstone,100,7,321
1BDR - Hell's Kitchen Hideaway,130,2,303
COMFY ROOM/COFFEE AND BAGEL/WEEKLY DISCOUNT,89,1,192
Oversized Studio in Park Slope,200,5,0
Apt with EmpireState view-Subway around the corner,80,2,36
Zen Yankee Stadium Pad 5 Minutes To Manhattan!,50,5,271
Monthly Apartment Rental,135,28,341
Wonderfully inviting East Village,90,1,333
TURQUOISE: One-Bedroom Apt. in Soho,270,5,210
"Lovely pied-à-terre, in an historic building",110,3,231
"Spacious, well furnished, high fl. beautiful views",145,1,308
NYC Studio in Heart of Times Square,179,30,292
rooms for rent in Queens with piano,55,1,311
Large Sunny Luxe Prvt Room/Midtown,110,2,264
Spacious Stunning Harlem Townhouse,325,5,153
Private Room With GREAT Location,75,30,219
HUGE Sunny Duplex Loft with Garden,300,1,0
LARGE ARTSY Room w/ Loft Bed 4 DOOGLERS!,130,30,332
Stylish Studio with exclusive Terrace,190,30,120
"LES private apt, 1 bedroom & more",200,3,191
"Williamsburg Garden Home, 5 minutes from Manhattan",180,2,248
"HUGE, modern 2-LEVEL Brooklyn apt",350,5,67
charming 2bdrm apt in East Village,160,4,0
LOCATION LOCATION LOCATION Liz's,195,30,325
Manhattan Loft in Prime East Village Location,241,30,249
Nolita Penthouse_Private Deck_Elev_,300,7,0
Astoria Garden Suite,75,28,313
Lower East Side/Chinatown 1 Bedroom,100,5,0
"Amazing 1 bed, live like a Newyorkr",399,1,12
Private Room in Fort Green BK close to city,85,5,69
Spacious & Charming by Prospect Pk,80,21,0
Private Room Near Brooklyn Museum ,55,1,293
The Notorious B.N.B. { The Wallace },438,1,363
Clinton Hill 1 Bed Bright Loft Apartment,110,6,4
Great Studio in W. Village - NYC!,200,2,257
The Notorious B.N.B. { The Swoon },279,1,362
"BIG 1br, SLEEPS 4, dishwashr, TV",137,1,0
2BR  Apt - 20min to Soho,280,3,365
Williamsburg  - Quiet and Comfy stay,199,30,102
One Fabulous Private Room,71,4,26
NY/ Big Room for 2 near Manhattan,42,2,302
Brooklyn Brownstone apartment,180,2,280
big 1 bedroom apt very central,226,5,302
"Lovely, Large Room in Crown Heights",85,3,281
"Sweet Apt, Steps From Gramercy Park",135,1,0
Quality Cozy Studio Next to Subway,79,4,297
Scandinavian-apt for up to 5. LES,154,1,246
Loft Suite @ Box House Hotel,199,3,60
4 BEDROOM -2BATHRM WEST VILLAGE DUPLEX  TOWNHOUSE,700,3,296
Large & bright 900ft² 1br in WV,246,4,0
At a very nice area in the WestSide,125,60,364
HANCOCK VERY SMALL ROOM,100,1,281
Pre-War Williamsburg Loft,295,5,0
1 Bedroom Available In My Two Bedroom Flat,150,3,0
SPACIOUS PRIVATE LITTLE ITALY FLAT,119,1,0
The Lenox in Harlem,125,1,365
The Lenox in Harlem,400,5,365
 Heart & Soul of Greenwich Village ,850,3,249
Prime Williamsburg Loft off Bedford,129,2,303
Private Bdrm /Bath 1 block Ctrl Prk,140,1,300
+Highly Satisfactory LES dwelling++,115,4,323
Whole apartment / 2 bedroom in NYC,200,3,0
"Spacious, modern loft in awesome neighborhood",96,120,204
Loft Suite @ The Box House Hotel,199,3,60
Loft Suite @ The Box House Hotel,199,3,84
Loft Suite @ The Box House Hotel,199,3,60
Well Kept  Private Room around  Brighton  Beach,69,1,303
Large 1 Bedroom furnished on UWS,185,2,261
Chez Carine - Privacy in Manhattan,81,2,0
Loft Suite @ Box House Hotel,199,3,60
Loft Suite @ The Box House Hotel,199,3,60
Loft Suite @ The Box House Hotel,199,3,60
Loft Suite @ The Box House Hotel,199,3,56
Loft Suite @ The Box House Hotel,199,3,84
Duplex w/ Terrace @ Box House Hotel,349,3,58
Loft w/ Terrace @ Box House Hotel,249,3,60
1 BR w/ Terrace @ Box House Hotel,299,3,60
Superior @ Box House,179,3,81
"Read it 1st, A seprat fur BR, low $",54,5,365
2 BR Duplex @ Box House Hotel,599,3,60
Husband & Wife Art-Filled Apartment,110,1,0
"3BR, 2 bathroom condo in Bushwick",220,2,297
"The BLUE OWL:
VEGETARIAN WBURG W PATIO & BACKYARD!",89,30,91
Cozy 2 Bedroom 20 Min from City,170,2,315
NOLITA! LOCATION! LOCATION! VIEWS! FREE GYM!,495,7,338
"Entire apt NYC, Queens. 15 min from Times Square.",80,10,40
Luxury Chelsea Townhouse at the High Line,760,2,361
Alchemy BnB - room in artist loft,98,4,288
Sunny! 2br Steps to train/restaurants - 15 to NYC,125,30,218
Zen Den (Airport Pickup: JFK & LGA),48,90,1
Heart of Williamsburg. Brand New.,64,3,117
"Fresh, Clean Brooklyn Garden Apt.",154,3,0
Guest Apartment in Owner Occupied Home,139,3,204
My Home Is Your Home,75,4,0
Spacious & Stylish Chelsea One Bedroom Apartment,325,4,20
CHELSEA 1 Bdrm Plus Sleeping Loft!!,195,365,0
Spacious room in beautiful apt! ,58,1,0
"Oceanview,close to Manhattan",250,2,333
"Affordable rooms,all transportation",50,7,189
"Budget stay, near transportation",125,2,353
Fort Greene brownstone 1BR- SUBLET,70,7,0
NewYork Modern Pre-War LoftStudio ,189,2,206
Cozy Artist Duplex **Bedstuy Charm**,130,3,1
Apartment in Best location in NYC,145,7,0
Inspired in Historic Downtown NYC!,101,7,307
Chelsea/West Village - 2bdrm apt,95,5,0
1500+ sq ft 2BR West Village Loft,375,7,0
Cozy & Clean Lower East Side Apt.,153,31,27
Spacious Townhome Apt in Brooklyn,92,4,27
Chic + Stylish room in heart of LowerEastSide NYC!,80,5,348
Landmark 2 Bedroom West Village NYC,300,4,246
2 bedroom apt in charming brick townhouse,145,3,15
Room in East Village with Private Entrance,88,2,0
Cozy&Clean in a great neighborhood,155,1,5
Prime Williamsburg 1/BD New Condo,185,180,0
City Skyline Views from every room!,73,2,0
Contemporary & Classic Sanctuary on the Hudson,225,2,107
Comfortable Manhattanville,85,7,144
Private room w/ queen bed + rooftop,99,2,98
Zen Eyrie –Airport Pick-Up: JFK/LGA,48,90,0
Studio sublet in Hell's kitchen,200,5,0
Luxury NYC 2 Bedroom with Terrace,485,7,0
Bright unique designer loft in Soho,310,5,89
Spacious  2 bed Loft apartment Bedford L,110,4,354
Beautiful studio by Central Park,109,30,286
One bed suite with private garden,167,30,252
SUNNY 1 Bedroom APT in Fort Greene - BROOKLYN,147,15,189
West Village cozy 2 bedroom  NYC ,220,4,0
2 Bedroom Gem - Prime LES Location,195,4,271
REAL 2BR-HEART OF SOHO-LITTLE ITALY,199,28,0
BIG ROOM / DOWNTOWN  LOFT /,65,30,0
Large Sunny Bedroom in QNS NYC,55,1,0
Home Away From Home-Room in Bronx,50,2,337
Private clean pleasant spacious room.,60,2,347
"Charming Hotel Alternative
Mount Sinai",99,3,127
SUNNY 2-bdrm CHILD-friendly Uptwn by Centrl Park!,130,2,41
Resort-like living in Williamsburg,290,30,0
Hudson Yards with views of The Highline Park,350,3,18
Brooklyn: A Huge Bedroom + Good Vibes,50,3,158
One stop from Midtown Manhattan!,96,2,270
"Private Room Very Near L train, Bushwick",45,15,88
Cozy New York  City private room,85,2,306
Bed-stuy Royal Room,34,10,216
SUPER CUTE EAST VILLAGE APARTMENT,250,3,16
GREAP STUDIO / 4PPL IN MIDTOWN,190,1,365
BEDFORD AV.  ROOM IN WILLIAMSBURG..,75,2,365
Sleep & Wake near Botanical Gardens,93,4,312
Tranquil in the heart of Brooklyn 2,60,5,33
Tranquil in the heart of Brooklyn 1,65,5,0
"Easy, comfortable studio in Midtown",125,365,365
Huge luxury 1BR apt near Central Park South(4 ppl),300,3,27
Beautiful brownstone apartment,150,2,300
1 Bd. MANHATTAN NY Entire Apt. 1 yr-6 months min.,56,122,216
Luxury Designer Downtown Apartment,299,3,365
Spacious room on charming block in Greenpoint!,60,4,303
"SUNNY, SPACIOUS APT. in  FT. GREENE",88,5,0
Guest Room in Authentic Williamsburg Factory Loft,60,2,161
6 Bedroom Landmark West Village Townhouse,1300,5,297
Beautiful bed and bath - Manhattan,200,6,0
Beautiful Room Near Central Park!,99,2,50
Fantastic 1-bedroom basement apt.,110,3,28
"Private Clinton Hill, Brooklyn Apt",135,5,317
Charming furnished Studio-Loft,110,15,275
Lovely 2 bedroom apartment with backyard access,165,3,80
Nights in White Satin in the Slope,127,180,365
"The Carlton, Brooklyn brownstone Duplex w/ garden",402,3,340
Comfortable Manhattanville.,85,6,97
Beautiful lrg 1800's syle apt share,75,7,365
Location wins for East Village Apt,139,30,314
Sunny Entire Apt with Romantic Bedroom,70,6,0
Furnished room for rent - Manhattan,50,3,339
Large Room in a Huge NY apartment.,30,5,0
West Village NYC Sun-filled Studio!,250,30,35
"Large, furnished room in a 2 bedroom!",64,1,0
Huge Apartment!  Amazing View!,300,3,365
#1 Yellow Block BnB/see at Net Flix Show Stay Here,800,4,257
Cozy Brownstone Inn I(studio),100,3,5
Crown Height's Brooklyn Cozy Apt,250,5,0
Amazing West Village 2br,200,27,0
Authentic NY Charming Artist Loft,140,5,0
Beautiful Private Bedroom - Downstairs,130,1,304
Kensington/Ditmas Park pied-a-terre,90,30,286
QT STUDIO FOR ROMANTIC COUPLES,90,3,0
"Own Room & Bath, Sunny Town House, 18"" to Wall St",97,3,118
Cozy & Charming Boerum Hill Flat,91,6,265
Park Slope Brooklyn!  Sunny Bedroom.,125,3,303
One bedroom sharing Bathroom,75,7,0
Spacious East Village Apartment,180,7,125
Huge Williamsburg Loft..Perfect for Big Groups!,300,7,354
Stylish Garden House - Trendy area,100,19,6
Hells Kitchen Ground Fl 1-bedroom,175,3,0
Pre War Park Slope on Prospect Park,65,4,80
Charming Apt in the Best Location!,240,5,134
Huge room with private balcony,300,6,0
Amazing 1 bedroom apt with NYC View,385,1,364
Great spacious room by the L train!,47,15,0
Charming Brooklyn Studio,110,3,297
Private Room in Brownstone,75,2,0
Bed Stuy Pride! Welcome to Brooklyn,100,3,43
Lovely Hell's Kitchen Studio...,165,2,10
HOT SPOT FOR 20 AND 30 SOMETHING'S,300,2,0
"Cozy, Clean Cobble Hill Brownstone",140,3,189
Bright Loft Apt w Skylight in Wburg,120,6,17
"Cozy, beautiful doormen studio-",175,3,289
Carroll Gardens Gem-2BD with Garden,275,31,305
Sunny 1BR Center of East Village!,179,8,0
"2BR in Cobble Hill, Brooklyn, NY",189,2,0
Perfect East Village Apartment,219,2,220
Decorators 5-Star Flat West Village,450,20,0
Beautiful SoHo Luxury Apartment,249,5,0
2 Rooms in Cottage NYC,65,2,362
Zen Minimalist w/Garden- Bedford L Stop,250,4,121
Between Two Bridges 2BD -Whole Apt!,139,30,153
BIG LUXURY LINCOLN CENTER AREA STUDIO + !!,209,7,205
Brooklyn Beauty - Large 2 bedroom Apartment,120,5,310
"Entire Apartment in Astoria, 15mins from Manhattan",70,5,0
Gorgeous pvt room in West Village,90,3,236
1 bedroom apt in Midtown West,199,3,200
Sunny and spacious bedroom,50,60,74
Beautiful Spacious One Bedroom,100,5,0
Room next to Columbia Uni.,110,1,0
"Big Apt for Funky Art /Music Lovers, Outdoor Patio",157,4,12
Loft Suite @ The Box House Hotel,199,3,84
NYC Summer Getaway | Full Home 2BR,192,3,0
Loft Suite @ The Box House Hotel,199,3,84
Beautiful New Garden Apartment ,150,1,0
Loft Suite @ Box House Hotel,199,3,56
Loft Suite @ The Box House Hotel,199,3,62
Loft Suite @ The Box House Hotel,199,3,81
"Lovely apt in Williamsburg, BK",105,3,0
Williamsburg HUGE SUNNY next2train!,135,28,310
Loft Suite @ Box House Hotel,199,3,60
Modern apartment w/ gorgeous view,125,3,0
"Sunny, clean br available",60,7,0
Have Whole Apt! Prime Williamsburg!,85,1,0
Panoramic View Central Park & NYC,300,3,29
E Williamsburg Apartment with Yard,75,2,264
Nice Private Room Beauty in Queens,55,1,341
Sublet in Brooklyn/Lefferts Gardens,44,5,0
"Cozy Corner, Bedford Ave  Brooklyn!",55,5,0
"HISTORIC WILLIAMSBURG, BKLYN #1",30,3,0
Inexpensive apartment in exchange for cat-care,35,3,0
"Private room in 2 br Apt, Wburg, BK",70,1,363
"Bright, Airy Williamsburg Apt",130,14,25
Large Double Room  Queenbed Wifi,52,2,0
"Low$pacious in Williamsburg, Bklyn",75,3,358
1 Bdrm in 2 Bdrm Apt in Upper East Lux Drmn Bldng,190,3,0
Charming 1BD in SoHo,250,5,109
Feel like you never leave your home,100,1,289
Sunny apartment  in Greenpoint,130,4,188
Furnished Bedroom with private half bath,140,2,260
Sunny private room featured in film,75,2,168
Sunny 1BR East Harlem Apartment,150,7,0
The best studio in town,90,3,311
Fully Furnished 1B/1BTH UWS GEM  1 YR Sublease,295,1,146
Penthouse Studio by Central Park,150,2,2
Your Own 2 Br Apt Bedford and Grand,180,3,242
Spacious + Sunny Studio in Ft. Greene Brooklyn!,135,3,0
2 rooms; private entrance & bath!,65,5,46
Giant Sunny Bedroom & Private Bath in my Apartment,99,3,365
Prime location! Backyard & outdoor shower! Unique!,149,14,364
"Private Room in Artist's Home, Stapleton, SI",59,1,352
Large Sunny Bedroom with Bay Window,75,3,301
Harlem/Hamilton Heights Sunny Room,75,3,322
Clinton Hill Duplex near Pratt w/Balcony!,75,3,298
"Sunny 1 BR, West 80s & Central Park",109,30,285
"2 BD / 2BA WITH GARDEN, SLEEPS 6",225,4,342
COMFORTABLE ROOM,86,3,250
Charming Ridgewood Soulful  Walk-Up,52,2,326
"Comfortable, well-appointed room",100,2,90
2ND AVENUE OFF HOUSTON/LOFTLIKE STU,99,30,289
Share in NYC's trendy East Village,89,3,193
Historic Brooklyn 2-Bedroom Apt,135,2,293
APT W/ OUTDOOR SPACE!! LONG TERM RENTAL PREFERRED!,199,14,155
Come and go as  you please in BKLN!,89,3,189
Room in Huge 1200sf W Harlem Suite,110,3,248
"Huge, Sunny, Open Loft in Brooklyn",120,2,238
Cozy Nook in Heart of Williamsburg,59,3,284
Peaceful Room...,49,4,343
Cute Room in Historic Loft!,79,14,268
Harlem on the Range,135,30,249
Amazing Park Slope Duplex with Deck,185,2,291
Entire 2 Bedroom Apartment in Williamsburg,225,4,0
Big Bright E Village 2BR (Baby Nursery),245,5,0
Private Manhattan Studio on Harlem/Heights Border,115,3,31
"Luxury Williamsburg, Brooklyn LOFT",325,2,0
Artist Loft-McCarren Park-Williamsburg-BrooklynNYC,95,2,79
Chelsea/Meat Packing  Artist Space!,120,2,0
Elegant Spacious Family Townhouse,499,30,157
Large Master Bedroom - Williamsburg,75,2,277
Central Park Fifth Av MET Museum,109,1,353
Real Williamsburg Artist Loft,160,3,0
Lovely Upper East Yorkville 1 BDRM,219,4,280
Cozy Upper East Side Studio,159,2,7
"Large Cozy Room #2, Landmark Home 1 Block to PRATT",180,3,266
"Lovely studio in East Village, NY",150,5,0
NYC Summer Discount  1 BR Gramercy Apt,106,3,271
"Awesome views, Central location",299,10,101
Spacious Manhattan Apartment near Central Park,179,3,205
Entire Apt: Sunny 2bd! 15min to NYC,165,3,343
Your Historic House in Brooklyn,500,4,0
Creative Director's Chinatown Loft,250,15,190
"HOSTING YOUR COZY,  ECLECTIC MILIEU FOR NYC VISIT",87,7,310
Charming private room in New-York,79,4,52
Cozy bedroom near Times Square,75,2,312
Artist's Flat in Historic Building #10263,200,30,0
Queen size sofa bed in Harlem,80,1,329
Bklyn 6 Beds 1 Bathroom Rental 2,115,3,333
Bklyn 4 Beds 1 Bathroom Rental 3,115,3,327
4 Beds 2 Bathrooms Rental 1,120,3,349
Stylish & Quiet NYC Retreat!,125,3,217
"Bright, new luxury apartment in doorman building",387,1,0
TIMES SQUARE MASTER BEDROOM!,95,6,80
"Lincoln Center Studio, Clean&Sunny!",99,2,0
Serenity amidst the busy city,121,1,351
Super Clean Apt by Columbus Circle,350,4,362
Unique private room and bathroom in Brownstone,75,2,144
TIMES SQUARE HOUSE!,95,5,43
Beautiful Room in a Beautiful New NYC Apartment,89,1,365
Best West Village/Meatpacking Space,195,1,129
21 day Chelsea Apartment rental,160,21,0
"Heavy Sun, Quiet, Arty 1 Bedroom",70,18,0
Cosy apartment in West Village,100,3,0
Spacious Lower East Side Apt in NYC,140,1,0
ARTY 2 BED EAST VILLAGE GEM,189,3,355
Williamsburg Loft: Amazing Sublet,160,5,0
Artist 2BR in Park Slope w/backyard,178,30,280
Spacious 2BR near Botanic Garden,145,14,38
Gorgeous brownstone next to park!,125,5,31
Exquisite Spacious Studio in Midtown,265,4,324
COMFORTABLE LARGE ROOM,77,5,365
Cute Private room in Upper East Side #14,60,3,0
Lower East Side 1bedroom apt in NYC,129,3,171
Large Beautiful East Village 1-Bdrm,199,6,36
Big room near Prospect Park! NY!,92,7,332
It's so easy to get to EVERYthing!,185,3,0
Manhattan -  Best Location in Midtown,110,7,192
Sunny private room right off L train,65,4,139
Beautiful Room in Manhattan Loft,135,3,167
"Luxury, Adorable Studio Apartment",115,30,0
HOME AWAY FROM HOME,175,2,10
Beautiful 3 bedroom in Manhattan,3000,7,365
Den of Zen at The Denizen Bushwick,72,3,110
Sunny large private room in Park Slope,80,2,0
Eastern Parkway Brooklyn 1BR Flat,125,5,0
1400sf Manhattan View Artistic Loft,120,5,242
"ingefära hus! Private room Williamsburg, Brooklyn",94,2,22
Private MasterBR w/ View of Museum,56,3,0
LUXURY 2BD/2BTH - HUGE PATIO,549,30,200
"Comfy Brooklyn 2BD, W/ Backyard",190,2,0
Authentic designer loft/roof deck best Williamsbrg,129,3,87
Sunny Retreat with Roof Garden,85,5,202
Enjoy Staten Island Hospitality,20,3,226
Great apt on the UWS - A RARE FIND!,145,3,0
Cozy 2 BD in Midtown West,200,7,327
Park Slope Sunny Studio,125,4,262
Luxury L-Shape Studio + 3 cats,50,30,0
A cozy Red Room with private bathroom,160,3,359
Cozy room with private bathroom & outside garden,180,3,348
"Beautiful 1 bdrm, Inwood Manhattan",100,1,0
Beautiful Loft/10 min to Manhattan!,70,5,0
New York City- Riverdale Modern two bedrooms unit,120,2,318
A PLACE TO STAY CLOSE TO MANHATTAN,110,2,363
Great room priv/bathrm Eastside location 70's ST,105,7,70
Midtown NYC - 1 Bedroom Apartment,250,3,0
Cozy Room in Sunny Apartment (Long/Short Term),74,240,90
THERE'S NO PLACE LIKE HOME.........,165,2,15
Cozy home in vibrant Manhattan,99,3,335
LOCATION LOCATION LOCATION Sara's,125,30,0
Quaint & Quiet in Queens,75,1,0
Single Room,45,1,364
Charming brownstone apartment,159,2,34
Williamsburg near soho .support artist living,45,15,242
Your Times Square Sanctuary,104,2,147
Designer studio in Luxury Building,225,4,169
Private cozy bedroom in Nolita,100,5,188
ArtistLoft-MccarenPark-Williamsburg,90,2,89
"Beautiful Bedrooms in Briarwood, NY",75,1,189
Flatiron-Designer's loft,350,7,0
Stylish Designer Studio with Piano,135,5,253
New York City for All Seasons!,125,1,311
STUNNING E Vill Penthouse,225,3,0
New York Host who knows The Most,85,3,363
One Block From Central Park!,200,7,224
"PARK SLOPE: SWEET, LARGE 2BR DUPLEX",250,3,5
Light Superhosted Chill LES Apt,90,10,301
Big Beautiful Railroad in Brooklyn,130,30,0
"Bright Brooklyn Flat w/Park Views, 30 day minimum",90,30,50
"ECO-APT, free YOGA, 2 new bedrooms. Best location!",298,30,296
"Sunny UES 1.5 Bedroom, Sleeps 6",300,4,84
Stay with a Jazz Singer in Harlem!,125,1,365
Large Private Room Near Central Park & Mount Sinai,125,3,212
Luxury room in Manhattan Duplex Apt,145,3,181
"Gorgeous Sunny, Spacious 1 bdrm in East Village",147,2,0
ARTIST LOFT+OFFICE in PRIME WILLIAMSBURG!,123,3,158
Private Garden Entry,88,3,217
LUXE Privé L.I.C. Apt & Garden,215,2,335
"Magazine SOHO Studio Loft. 
Read our reviews!",225,3,231
Nolita apt. with private garden,269,28,122
Family friendly Williamsburg Apt for Vacation!,145,3,270
BROWNSTONE TWO IN BROOKLYN in NYC,75,3,330
