name_y;neighbourhood_ID;room_type_ID;price;minimum_nights;availability_365
Cozy studio Apartment in Upper East;100;2;120;2;268
Historic classic central cozy Village clean NYU;127;2;199;15;89
A PRIVATE FLAT  APARTMENT SPECIAL;1;2;125;2;347
Williamsburg bedroom by Bedford Ave;94;1;70;2;37
Clean and bright with a comfortable atmosphere;94;1;75;4;0
WEST VILLAGE LRG CLEAN SUNNY PRIVATE BDRM;127;1;100;30;359
Historic Brooklyn Studio Apartment;51;2;99;2;287
Comfort at Crossroads of Downtown;97;2;250;1;0
The Oasis on Bedford Williamsburg;94;2;350;6;233
Large sunny garden apartment;86;2;170;3;129
UNION SQUARE E VILL 1BR BEAUTIFUL;101;2;165;1;0
Hells Kitchen Funky 80s Hideaway;107;1;99;1;353
Room in Chic Modern High Line Luxury New;97;1;255;4;365
Family  Friends in New York City;72;2;169;3;297
Spacious  Comfy BK Brownstone;66;2;99;4;56
Large Luxury Upper East Side Studio;124;2;169;7;44
Chateau Style Brooklyn Loft for Singles or Couples;51;2;160;3;355
Lovely Brooklyn Brownstone 1BR;86;2;215;3;156
Beautiful Grdn Apt in Park Slope;85;2;130;3;273
Sundrenched East Village Penthouse;101;1;110;3;274
Columbus Circle Luxury Bldg  Private RoomBath;107;1;150;28;258
Bright Private Bedroom in Williamsburg Bedford L;94;1;65;30;276
Spacious KidFriendly and 1520 Mins to Midtown;175;1;75;2;65
Quiet Chelsea Studio wCharm;97;2;149;6;0
Large Room Overlooking Central Park;125;1;89;6;180
Cheerful comfortable room;126;1;50;1;343
Hospitality on Propsect Pk12 yrs Hosting Legally;87;1;43;1;43
Prospect PkNYC in 5 stops CozyClean  Legal;87;1;42;1;96
Loft Style Apt in Williamsburg;94;1;85;1;59
2 Beds over BedStuy;51;2;139;3;255
Sunny Large Park Slope Bedroom;85;1;105;1;252
Huge Bklyn Loft w Private Roofdeck;85;2;265;5;0
Quiet Jr Alcove Near Times Square;107;2;149;1;20
Large room in elevator drman bldg;106;1;68;2;188
Comfy Cozy Brooklyn close to Manhattan;51;2;99;3;304
Modern Bedroom in Hamilton Heights;106;1;75;3;38
Sunny Space in Williamsburg;94;1;100;2;254
Best Manhattan Studio Deal   ;124;3;90;1;0
STYLISH EAST VILLAGE FLAT;101;2;160;30;46
Serene Park Slope Garden Apartment;85;2;190;4;328
Cozy and spacious  rare for NYC;51;1;67;4;0
Beautiful UES apartment;124;2;190;1;0
St James Pl Garden Studio 1block to PRATT Gtrain;62;2;248;2;199
Great spacious apt in Williamsburg;94;1;100;6;249
Comfortable Spacious Private Room;98;1;95;3;64
Modern Condo in Midtown;121;1;150;1;111
Ideal Brooklyn Brownstone Apartment;51;2;145;3;287
A Cozy Oasis in Bushwick NY;59;1;41;2;286
Private Entrance  Private Parking;94;2;120;4;263
Yankee Stadium Oasis 2 stops to Manhattan;11;1;50;3;276
Sunny Spacious Studio in FtGreene;75;2;157;2;0
Williamsburg Exposed Brick Loft;94;2;195;14;263
Bright Modern Charming Housebarge;90;2;70;4;90
Central Bedford Avenue Apartment;94;2;185;3;0
Welcome to Brooklyn BedStuy;51;2;145;3;11
Sunnyside NYC AC room city views near Midtown;175;1;50;28;287
Greenpoint Waterfront Loft;79;2;185;3;1
East Village House  Unique;101;2;250;1;0
2bedroom share in heart of Greenwich Village;127;1;80;90;338
1 Bedroom Pre War apt;121;2;230;2;44
Quiet One Bedroom in Park Slope;77;2;100;7;0
CreaTive LiveIn ArtspaceBirdsnest;59;1;40;1;5
RARE Penthouse Oasis featured on DesignSponge;111;1;200;30;0
New Clean Spacious Bed  Breakfast;188;1;80;2;158
Sunny calm room in Victorian home;51;1;79;3;192
Modern Unique Studio in NYC;161;2;95;30;358
2 Bed 2 Bath Apartment on Central Park West;125;2;300;2;31
Luxury Furnished 1 bedro Bay Ridge;76;2;100;30;241
Your Haven in the Upper West Side;106;1;80;7;285
Wonderful Studio In Brooklyn NY;52;2;110;1;183
A Cozy Brooklyn Hideaway;62;2;172;4;189
 COUNTRY COTTAGE IN THE CITY;111;2;199;1;162
 COUNTRY COTTAGE IN THE CITY;111;2;199;1;158
Lovely Bdr in Harlem Manhattan;106;1;100;1;84
THE BEST DEAL ON THE HUDSON RIVER;106;1;55;4;260
Lovely HUGE Master Bed  Study;51;1;75;3;0
Newly Renod Chic Quiet Exec 1BR;101;2;146;3;166
1 Bedroom in prime Flatiron;116;1;250;2;0
Large Artist Floorthru Greenpoint;79;2;116;29;335
Gorgeous PermaGO Private Room in FiDi  12;122;1;150;3;90
CBG Helps Haiti Rm 3;85;1;120;2;342
BEST DEAL IN CHELSEA 1 bdrm NYC;97;2;199;4;28
Lovely Apartment;86;2;150;5;363
Artsy Loftlike Harlem Apartment;106;1;69;1;86
HarlemManhattan Classic Apartment;106;1;300;55;83
BEAUTIFUL APARTMENT GREAT LOCATION;54;2;230;4;0
Quiet sunny studio Midtown;113;2;125;4;0
Charming room in Victorian home;51;1;79;3;264
Brooklyn B  B close to Manhattan;75;1;130;3;305
The Notorious BNB  The Erhart ;62;1;239;1;356
Sunny cozy multileveled apartment;210;2;75;6;278
Sunny 2 bedroom Williamsburg Duplex w 3 beds;94;2;220;3;135
ROOM WITH KITCHENETTE 2;51;2;80;3;308
AlphaBet City entire floor large cool 2br LES;101;2;288;2;229
Your Haven Awaits At Emmas Place;51;2;135;4;273
Spacious KidFriendly 2 BR in West Village;127;2;225;3;83
Great Bedroom in Downtown Manhattan;98;1;110;30;281
Beautiful Brownstone;51;2;100;7;321
1BDR  Hells Kitchen Hideaway;107;1;130;2;303
COMFY ROOMCOFFEE AND BAGELWEEKLY DISCOUNT;101;1;89;1;192
Oversized Studio in Park Slope;92;2;200;5;0
Apt with EmpireState viewSubway around the corner;51;2;80;2;36
Zen Yankee Stadium Pad 5 Minutes To Manhattan;10;1;50;5;271
Monthly Apartment Rental;100;2;135;28;341
Wonderfully inviting East Village;101;1;90;1;333
TURQUOISE OneBedroom Apt in Soho;119;1;270;5;210
Lovely piedterre in an historic building;51;2;110;3;231
Spacious well furnished high fl beautiful views;100;2;145;1;308
NYC Studio in Heart of Times Square;107;2;179;30;292
rooms for rent in Queens with piano;169;1;55;1;311
Large Sunny Luxe Prvt RoomMidtown;113;1;110;2;264
Spacious Stunning Harlem Townhouse;106;2;325;5;153
Private Room With GREAT Location;161;1;75;30;219
HUGE Sunny Duplex Loft with Garden;91;2;300;1;0
LARGE ARTSY Room w Loft Bed 4 DOOGLERS;127;1;130;30;332
Stylish Studio with exclusive Terrace;113;2;190;30;120
LES private apt 1 bedroom  more;111;2;200;3;191
Williamsburg Garden Home 5 minutes from Manhattan;94;2;180;2;248
HUGE modern 2LEVEL Brooklyn apt;68;2;350;5;67
charming 2bdrm apt in East Village;101;2;160;4;0
LOCATION LOCATION LOCATION Lizs;109;2;195;30;325
Manhattan Loft in Prime East Village Location;105;2;241;30;249
Nolita PenthousePrivate DeckElev;98;2;300;7;0
Astoria Garden Suite;140;2;75;28;313
Lower East SideChinatown 1 Bedroom;111;2;100;5;0
Amazing 1 bed live like a Newyorkr;104;2;399;1;12
Private Room in Fort Green BK close to city;75;1;85;5;69
Spacious  Charming by Prospect Pk;87;2;80;21;0
Private Room Near Brooklyn Museum ;86;1;55;1;293
The Notorious BNB  The Wallace ;62;1;438;1;363
Clinton Hill 1 Bed Bright Loft Apartment;51;2;110;6;4
Great Studio in W Village  NYC;127;2;200;2;257
The Notorious BNB  The Swoon ;62;1;279;1;362
BIG 1br SLEEPS 4 dishwashr TV;94;2;137;1;0
2BR  Apt  20min to Soho;51;2;280;3;365
Williamsburg   Quiet and Comfy stay;94;2;199;30;102
One Fabulous Private Room;108;1;71;4;26
NY Big Room for 2 near Manhattan;19;1;42;2;302
Brooklyn Brownstone apartment;51;2;180;2;280
big 1 bedroom apt very central;97;2;226;5;302
Lovely Large Room in Crown Heights;66;1;85;3;281
Sweet Apt Steps From Gramercy Park;104;2;135;1;0
Quality Cozy Studio Next to Subway;144;2;79;4;297
Scandinavianapt for up to 5 LES;111;2;154;1;246
Loft Suite  Box House Hotel;79;2;199;3;60
4 BEDROOM 2BATHRM WEST VILLAGE DUPLEX  TOWNHOUSE;127;2;700;3;296
Large  bright 900ft 1br in WV;127;2;246;4;0
At a very nice area in the WestSide;126;1;125;60;364
HANCOCK VERY SMALL ROOM;51;1;100;1;281
PreWar Williamsburg Loft;94;2;295;5;0
1 Bedroom Available In My Two Bedroom Flat;66;1;150;3;0
SPACIOUS PRIVATE LITTLE ITALY FLAT;98;2;119;1;0
The Lenox in Harlem;106;1;125;1;365
The Lenox in Harlem;106;2;400;5;365
 Heart  Soul of Greenwich Village ;105;2;850;3;249
Prime Williamsburg Loft off Bedford;94;1;129;2;303
Private Bdrm Bath 1 block Ctrl Prk;125;1;140;1;300
Highly Satisfactory LES dwelling;98;1;115;4;323
Whole apartment  2 bedroom in NYC;100;2;200;3;0
Spacious modern loft in awesome neighborhood;92;2;96;120;204
Loft Suite  The Box House Hotel;79;2;199;3;60
Loft Suite  The Box House Hotel;79;2;199;3;84
Loft Suite  The Box House Hotel;79;2;199;3;60
Well Kept  Private Room around  Brighton  Beach;56;1;69;1;303
Large 1 Bedroom furnished on UWS;125;2;185;2;261
Chez Carine  Privacy in Manhattan;106;1;81;2;0
Loft Suite  Box House Hotel;79;2;199;3;60
Loft Suite  The Box House Hotel;79;2;199;3;60
Loft Suite  The Box House Hotel;79;2;199;3;60
Loft Suite  The Box House Hotel;79;2;199;3;56
Loft Suite  The Box House Hotel;79;2;199;3;84
Duplex w Terrace  Box House Hotel;79;1;349;3;58
Loft w Terrace  Box House Hotel;79;1;249;3;60
1 BR w Terrace  Box House Hotel;79;1;299;3;60
Superior  Box House;79;1;179;3;81
Read it 1st A seprat fur BR low ;153;1;54;5;365
2 BR Duplex  Box House Hotel;79;1;599;3;60
Husband  Wife ArtFilled Apartment;62;2;110;1;0
3BR 2 bathroom condo in Bushwick;59;2;220;2;297
The BLUE OWLVEGETARIAN WBURG W PATIO  BACKYARD;94;1;89;30;91
Cozy 2 Bedroom 20 Min from City;51;2;170;2;315
NOLITA LOCATION LOCATION VIEWS FREE GYM;117;2;495;7;338
Entire apt NYC Queens 15 min from Times Square;175;2;80;10;40
Luxury Chelsea Townhouse at the High Line;97;2;760;2;361
Alchemy BnB  room in artist loft;63;1;98;4;288
Sunny 2br Steps to trainrestaurants  15 to NYC;51;2;125;30;218
Zen Den Airport Pickup JFK  LGA;67;1;48;90;1
Heart of Williamsburg Brand New;94;1;64;3;117
Fresh Clean Brooklyn Garden Apt;62;2;154;3;0
Guest Apartment in Owner Occupied Home;85;2;139;3;204
My Home Is Your Home;174;1;75;4;0
Spacious  Stylish Chelsea One Bedroom Apartment;127;2;325;4;20
CHELSEA 1 Bdrm Plus Sleeping Loft;97;2;195;365;0
Spacious room in beautiful apt ;106;1;58;1;0
Oceanviewclose to Manhattan;180;2;250;2;333
Affordable roomsall transportation;180;1;50;7;189
Budget stay near transportation;180;2;125;2;353
Fort Greene brownstone 1BR SUBLET;75;2;70;7;0
NewYork Modern PreWar LoftStudio ;124;2;189;2;206
Cozy Artist Duplex Bedstuy Charm;51;2;130;3;1
Apartment in Best location in NYC;127;2;145;7;0
Inspired in Historic Downtown NYC;102;1;101;7;307
ChelseaWest Village  2bdrm apt;97;1;95;5;0
1500 sq ft 2BR West Village Loft;127;2;375;7;0
Cozy  Clean Lower East Side Apt;111;2;153;31;27
Spacious Townhome Apt in Brooklyn;71;2;92;4;27
Chic  Stylish room in heart of LowerEastSide NYC;111;1;80;5;348
Landmark 2 Bedroom West Village NYC;127;2;300;4;246
2 bedroom apt in charming brick townhouse;75;2;145;3;15
Room in East Village with Private Entrance;101;1;88;2;0
CozyClean in a great neighborhood;106;2;155;1;5
Prime Williamsburg 1BD New Condo;94;2;185;180;0
City Skyline Views from every room;175;1;73;2;0
Contemporary  Classic Sanctuary on the Hudson;125;2;225;2;107
Comfortable Manhattanville;114;1;85;7;144
Private room w queen bed  rooftop;66;1;99;2;98
Zen Eyrie Airport PickUp JFKLGA;67;1;48;90;0
Studio sublet in Hells kitchen;121;2;200;5;0
Luxury NYC 2 Bedroom with Terrace;124;2;485;7;0
Bright unique designer loft in Soho;117;2;310;5;89
Spacious  2 bed Loft apartment Bedford L;94;2;110;4;354
Beautiful studio by Central Park;125;2;109;30;286
One bed suite with private garden;125;2;167;30;252
SUNNY 1 Bedroom APT in Fort Greene  BROOKLYN;75;2;147;15;189
West Village cozy 2 bedroom  NYC ;97;2;220;4;0
2 Bedroom Gem  Prime LES Location;111;2;195;4;271
REAL 2BRHEART OF SOHOLITTLE ITALY;110;2;199;28;0
BIG ROOM  DOWNTOWN  LOFT ;102;1;65;30;0
Large Sunny Bedroom in QNS NYC;167;1;55;1;0
Home Away From HomeRoom in Bronx;44;1;50;2;337
Private clean pleasant spacious room;80;1;60;2;347
Charming Hotel AlternativeMount Sinai;100;1;99;3;127
SUNNY 2bdrm CHILDfriendly Uptwn by Centrl Park;106;2;130;2;41
Resortlike living in Williamsburg;94;2;290;30;0
Hudson Yards with views of The Highline Park;97;2;350;3;18
Brooklyn A Huge Bedroom  Good Vibes;66;1;50;3;158
One stop from Midtown Manhattan;161;1;96;2;270
Private Room Very Near L train Bushwick;59;1;45;15;88
Cozy New York  City private room;178;1;85;2;306
Bedstuy Royal Room;51;1;34;10;216
SUPER CUTE EAST VILLAGE APARTMENT;101;2;250;3;16
GREAP STUDIO  4PPL IN MIDTOWN;94;1;190;1;365
BEDFORD AV  ROOM IN WILLIAMSBURG;94;1;75;2;365
Sleep  Wake near Botanical Gardens;87;2;93;4;312
Tranquil in the heart of Brooklyn 2;51;1;60;5;33
Tranquil in the heart of Brooklyn 1;51;1;65;5;0
Easy comfortable studio in Midtown;113;2;125;365;365
Huge luxury 1BR apt near Central Park South4 ppl;124;2;300;3;27
Beautiful brownstone apartment;105;2;150;2;300
1 Bd MANHATTAN NY Entire Apt 1 yr6 months min;126;2;56;122;216
Luxury Designer Downtown Apartment;101;2;299;3;365
Spacious room on charming block in Greenpoint;79;1;60;4;303
SUNNY SPACIOUS APT in  FT GREENE;75;2;88;5;0
Guest Room in Authentic Williamsburg Factory Loft;94;1;60;2;161
6 Bedroom Landmark West Village Townhouse;127;2;1300;5;297
Beautiful bed and bath  Manhattan;100;1;200;6;0
Beautiful Room Near Central Park;106;1;99;2;50
Fantastic 1bedroom basement apt;59;2;110;3;28
Private Clinton Hill Brooklyn Apt;62;2;135;5;317
Charming furnished StudioLoft;124;2;110;15;275
Lovely 2 bedroom apartment with backyard access;51;2;165;3;80
Nights in White Satin in the Slope;92;2;127;180;365
The Carlton Brooklyn brownstone Duplex w garden;86;2;402;3;340
Comfortable Manhattanville;106;1;85;6;97
Beautiful lrg 1800s syle apt share;79;1;75;7;365
Location wins for East Village Apt;101;2;139;30;314
Sunny Entire Apt with Romantic Bedroom;87;2;70;6;0
Furnished room for rent  Manhattan;100;1;50;3;339
Large Room in a Huge NY apartment;129;1;30;5;0
West Village NYC Sunfilled Studio;127;2;250;30;35
Large furnished room in a 2 bedroom;66;1;64;1;0
Huge Apartment  Amazing View;106;2;300;3;365
1 Yellow Block BnBsee at Net Flix Show Stay Here;51;2;800;4;257
Cozy Brownstone Inn Istudio;51;2;100;3;5
Crown Heights Brooklyn Cozy Apt;66;2;250;5;0
Amazing West Village 2br;127;2;200;27;0
Authentic NY Charming Artist Loft;79;2;140;5;0
Beautiful Private Bedroom  Downstairs;106;1;130;1;304
KensingtonDitmas Park piedaterre;80;2;90;30;286
QT STUDIO FOR ROMANTIC COUPLES;98;2;90;3;0
Own Room  Bath Sunny Town House 18 to Wall St;51;1;97;3;118
Cozy  Charming Boerum Hill Flat;77;2;91;6;265
Park Slope Brooklyn  Sunny Bedroom;85;1;125;3;303
One bedroom sharing Bathroom;67;1;75;7;0
Spacious East Village Apartment;101;2;180;7;125
Huge Williamsburg LoftPerfect for Big Groups;94;2;300;7;354
Stylish Garden House  Trendy area;94;2;100;19;6
Hells Kitchen Ground Fl 1bedroom;107;2;175;3;0
Pre War Park Slope on Prospect Park;91;1;65;4;80
Charming Apt in the Best Location;127;2;240;5;134
Huge room with private balcony;101;1;300;6;0
Amazing 1 bedroom apt with NYC View;97;2;385;1;364
Great spacious room by the L train;59;1;47;15;0
Charming Brooklyn Studio;66;2;110;3;297
Private Room in Brownstone;106;1;75;2;0
Bed Stuy Pride Welcome to Brooklyn;51;2;100;3;43
Lovely Hells Kitchen Studio;107;2;165;2;10
HOT SPOT FOR 20 AND 30 SOMETHINGS;51;2;300;2;0
Cozy Clean Cobble Hill Brownstone;63;2;140;3;189
Bright Loft Apt w Skylight in Wburg;94;2;120;6;17
Cozy beautiful doormen studio;75;2;175;3;289
Carroll Gardens Gem2BD with Garden;61;2;275;31;305
Sunny 1BR Center of East Village;101;2;179;8;0
2BR in Cobble Hill Brooklyn NY;61;2;189;2;0
Perfect East Village Apartment;101;2;219;2;220
Decorators 5Star Flat West Village;127;2;450;20;0
Beautiful SoHo Luxury Apartment;119;2;249;5;0
2 Rooms in Cottage NYC;161;1;65;2;362
Zen Minimalist wGarden Bedford L Stop;79;2;250;4;121
Between Two Bridges 2BD Whole Apt;98;2;139;30;153
BIG LUXURY LINCOLN CENTER AREA STUDIO  ;125;2;209;7;205
Brooklyn Beauty  Large 2 bedroom Apartment;66;2;120;5;310
Entire Apartment in Astoria 15mins from Manhattan;129;2;70;5;0
Gorgeous pvt room in West Village;127;1;90;3;236
1 bedroom apt in Midtown West;107;2;199;3;200
Sunny and spacious bedroom;59;1;50;60;74
Beautiful Spacious One Bedroom;66;2;100;5;0
Room next to Columbia Uni;106;2;110;1;0
Big Apt for Funky Art Music Lovers Outdoor Patio;94;2;157;4;12
Loft Suite  The Box House Hotel;79;2;199;3;84
NYC Summer Getaway  Full Home 2BR;129;2;192;3;0
Loft Suite  The Box House Hotel;79;2;199;3;84
Beautiful New Garden Apartment ;125;2;150;1;0
Loft Suite  Box House Hotel;79;2;199;3;56
Loft Suite  The Box House Hotel;79;2;199;3;62
Loft Suite  The Box House Hotel;79;2;199;3;81
Lovely apt in Williamsburg BK;94;2;105;3;0
Williamsburg HUGE SUNNY next2train;94;1;135;28;310
Loft Suite  Box House Hotel;79;2;199;3;60
Modern apartment w gorgeous view;94;1;125;3;0
Sunny clean br available;94;1;60;7;0
Have Whole Apt Prime Williamsburg;94;2;85;1;0
Panoramic View Central Park  NYC;125;2;300;3;29
E Williamsburg Apartment with Yard;94;1;75;2;264
Nice Private Room Beauty in Queens;144;1;55;1;341
Sublet in BrooklynLefferts Gardens;66;1;44;5;0
Cozy Corner Bedford Ave  Brooklyn;51;1;55;5;0
HISTORIC WILLIAMSBURG BKLYN 1;94;1;30;3;0
Inexpensive apartment in exchange for catcare;75;1;35;3;0
Private room in 2 br Apt Wburg BK;94;1;70;1;363
Bright Airy Williamsburg Apt;94;2;130;14;25
Large Double Room  Queenbed Wifi;51;1;52;2;0
Lowpacious in Williamsburg Bklyn;94;1;75;3;358
1 Bdrm in 2 Bdrm Apt in Upper East Lux Drmn Bldng;124;1;190;3;0
Charming 1BD in SoHo;119;2;250;5;109
Feel like you never leave your home;72;2;100;1;289
Sunny apartment  in Greenpoint;79;2;130;4;188
Furnished Bedroom with private half bath;106;1;140;2;260
Sunny private room featured in film;73;1;75;2;168
Sunny 1BR East Harlem Apartment;100;2;150;7;0
The best studio in town;100;2;90;3;311
Fully Furnished 1B1BTH UWS GEM  1 YR Sublease;125;2;295;1;146
Penthouse Studio by Central Park;125;2;150;2;2
Your Own 2 Br Apt Bedford and Grand;94;2;180;3;242
Spacious  Sunny Studio in Ft Greene Brooklyn;75;1;135;3;0
2 rooms private entrance  bath;59;1;65;5;46
Giant Sunny Bedroom  Private Bath in my Apartment;125;1;99;3;365
Prime location Backyard  outdoor shower Unique;79;1;149;14;364
Private Room in Artists Home Stapleton SI;184;1;59;1;352
Large Sunny Bedroom with Bay Window;106;1;75;3;301
HarlemHamilton Heights Sunny Room;106;1;75;3;322
Clinton Hill Duplex near Pratt wBalcony;51;1;75;3;298
Sunny 1 BR West 80s  Central Park;125;2;109;30;285
2 BD  2BA WITH GARDEN SLEEPS 6;66;2;225;4;342
COMFORTABLE ROOM;100;1;86;3;250
Charming Ridgewood Soulful  WalkUp;169;1;52;2;326
Comfortable wellappointed room;86;1;100;2;90
2ND AVENUE OFF HOUSTONLOFTLIKE STU;111;2;99;30;289
Share in NYCs trendy East Village;101;1;89;3;193
Historic Brooklyn 2Bedroom Apt;51;2;135;2;293
APT W OUTDOOR SPACE LONG TERM RENTAL PREFERRED;127;2;199;14;155
Come and go as  you please in BKLN;80;2;89;3;189
Room in Huge 1200sf W Harlem Suite;106;1;110;3;248
Huge Sunny Open Loft in Brooklyn;59;2;120;2;238
Cozy Nook in Heart of Williamsburg;94;1;59;3;284
Peaceful Room;50;1;49;4;343
Cute Room in Historic Loft;79;1;79;14;268
Harlem on the Range;106;2;135;30;249
Amazing Park Slope Duplex with Deck;91;2;185;2;291
Entire 2 Bedroom Apartment in Williamsburg;94;2;225;4;0
Big Bright E Village 2BR Baby Nursery;104;2;245;5;0
Private Manhattan Studio on HarlemHeights Border;126;2;115;3;31
Luxury Williamsburg Brooklyn LOFT;94;2;325;2;0
Artist LoftMcCarren ParkWilliamsburgBrooklynNYC;94;1;95;2;79
ChelseaMeat Packing  Artist Space;127;1;120;2;0
Elegant Spacious Family Townhouse;125;2;499;30;157
Large Master Bedroom  Williamsburg;94;1;75;2;277
Central Park Fifth Av MET Museum;124;1;109;1;353
Real Williamsburg Artist Loft;94;2;160;3;0
Lovely Upper East Yorkville 1 BDRM;124;2;219;4;280
Cozy Upper East Side Studio;124;2;159;2;7
Large Cozy Room 2 Landmark Home 1 Block to PRATT;62;1;180;3;266
Lovely studio in East Village NY;101;2;150;5;0
NYC Summer Discount  1 BR Gramercy Apt;109;2;106;3;271
Awesome views Central location;113;2;299;10;101
Spacious Manhattan Apartment near Central Park;125;2;179;3;205
Entire Apt Sunny 2bd 15min to NYC;66;2;165;3;343
Your Historic House in Brooklyn;73;2;500;4;0
Creative Directors Chinatown Loft;98;2;250;15;190
HOSTING YOUR COZY  ECLECTIC MILIEU FOR NYC VISIT;108;1;87;7;310
Charming private room in NewYork;94;1;79;4;52
Cozy bedroom near Times Square;107;1;75;2;312
Artists Flat in Historic Building 10263;94;2;200;30;0
Queen size sofa bed in Harlem;106;1;80;1;329
Bklyn 6 Beds 1 Bathroom Rental 2;71;2;115;3;333
Bklyn 4 Beds 1 Bathroom Rental 3;71;2;115;3;327
4 Beds 2 Bathrooms Rental 1;71;2;120;3;349
Stylish  Quiet NYC Retreat;106;1;125;3;217
Bright new luxury apartment in doorman building;125;2;387;1;0
TIMES SQUARE MASTER BEDROOM;107;1;95;6;80
Lincoln Center Studio CleanSunny;125;2;99;2;0
Serenity amidst the busy city;124;2;121;1;351
Super Clean Apt by Columbus Circle;107;2;350;4;362
Unique private room and bathroom in Brownstone;106;1;75;2;144
